poids_kg,volume_m3,valeur_marchandise,distance_km,mode_transport,type_marchandise,port_origine,destination,mois,type_conteneur,incoterm,volume_annuel_tonnes,cout_mad_kg,cout_mad_m3,cout_total,ratio_valeur_cout
361.04,1.44,23455.28,4000,aerien,fragile,Tanger-Med,Europe_Sud,11,40_std,FCA,0,16.322,4095.455,5892.89488,3.980264450262856
981.1,4.69,6501.86,800,routier,general,Tanger-Med,Europe_Sud,6,palette,EXW,1000,0.752,157.446,737.7872,8.812649501102756
777.95,1.62,4812.46,250,routier,dangereux,Casablanca,Europe_Sud,5,20_std,FOB,0,0.624,300.479,485.4408,9.913587815445261
5632.59,14.86,50451.17,2500,routier,dangereux,Casablanca,Europe_Sud,6,40_hc,DDP,10000,3.63,1375.762,20446.3017,2.4674961144684664
1457.16,2.7,15360.58,500,routier,dangereux,Mohammedia,Amerique_Nord,1,20_std,FOB,5000,0.912,493.186,1328.92992,11.558607996424671
241522.05,666.69,879409.7,1000,maritime,general,Tanger-Med,Europe_Nord,5,20_reefer,DAT,500,0.28,101.482,67626.174,13.003984226580672
235.49,0.98,10501.98,3000,aerien,fragile,Casablanca,Europe_Sud,1,40_std,FCA,0,11.226,2708.342,2643.6107400000005,3.9725893986949066
15907.86,118.6,1046390.79,100,routier,fragile,Agadir,Europe_Sud,5,vrac,FOB,0,0.492,66.027,7826.66712,133.6955787126922
312.29,1.72,19245.78,800,routier,perissable,Casablanca,Europe_Sud,2,palette,EXW,0,1.179,214.316,368.18991000000005,52.27134008099243
21754.87,53.73,309702.29,5000,aerien,dangereux,Tanger-Med,Europe_Nord,11,40_std,DDP,10000,25.215,10209.59,548549.0470499999,0.5645845009949872
3169.79,7.67,108547.25,500,routier,perissable,Tanger-Med,Asie,10,20_reefer,DDP,100,1.167,482.699,3699.14493,29.343875964329953
2158.06,2.45,9588.36,100,routier,vrac,Casablanca,Amerique_Nord,5,20_std,FOB,0,0.358,315.328,772.58548,12.410743209929342
6900.64,40.34,139568.95,2500,routier,fragile,Tanger-Med,Asie,10,20_reefer,EXW,1000,2.405,411.406,16596.0392,8.409774664788694
23227.56,132.2,197812.26,8000,aerien,general,Casablanca,Europe_Sud,4,40_std,EXW,100,13.119,2304.974,304722.35964000004,0.6491557109025279
43925.36,148.15,212646.76,9000,maritime,general,Casablanca,Europe_Sud,4,20_std,FCA,10000,1.172,347.497,51480.52192,4.130625566120912
53135.55,48.42,91406.21,3000,maritime,vrac,Casablanca,Asie,6,20_std,FOB,1000,0.69,757.694,36663.5295,2.493109944584032
437.71,2.02,11766.6,8000,aerien,general,Casablanca,Asie,10,20_std,FCA,5000,17.466,3781.26,7645.0428600000005,1.5391149814953424
1132.15,1.21,5648.25,500,routier,vrac,Agadir,Amerique_Nord,8,20_reefer,FOB,0,0.772,719.376,874.0198000000001,6.462382202325393
258.49,0.42,4501.82,250,routier,dangereux,Tanger-Med,Afrique_Ouest,6,20_reefer,FCA,0,1.306,794.602,337.58794,13.335251253347497
208.8,0.87,3596.16,1000,aerien,general,Tanger-Med,Amerique_Nord,1,40_std,FCA,0,7.133,1715.54,1489.3704,2.4145504704538236
6160.92,25.51,68833.78,500,routier,general,Casablanca,Amerique_Nord,11,40_std,FOB,0,0.743,179.393,4577.56356,15.03720900819125
516.05,1.33,11073.07,1000,maritime,perissable,Tanger-Ville,Amerique_Nord,9,40_std,DAT,0,0.354,137.958,182.68169999999998,60.61400786176175
2417.36,12.82,426070.09,12000,aerien,fragile,Tanger-Med,Amerique_Nord,4,40_hc,EXW,0,32.475,6125.624,78503.766,5.427384082440071
207556.83,654.83,3696104.91,500,maritime,general,Casablanca,Amerique_Nord,7,40_hc,CIF,0,0.252,80.021,52304.32116,70.66538343349374
2788.34,12.13,12439.85,3000,maritime,general,Tanger-Med,Europe_Sud,1,20_std,DDP,0,0.647,148.732,1804.05598,6.8954900168896085
24021.05,30.21,59908.63,4000,aerien,vrac,Casablanca,Moyen_Orient,12,40_std,EXW,0,10.825,8606.454,260027.86624999996,0.23039311464565004
96.2,0.54,2298.77,3000,aerien,general,Casablanca,Moyen_Orient,9,40_hc,EXW,0,10.221,1818.088,983.2602,2.3379060802013547
23109.17,69.29,978279.48,800,routier,perissable,Tanger-Med,Europe_Sud,3,20_reefer,EXW,0,1.025,341.89,23686.899249999995,41.300445012869304
987.11,3.53,15255.52,100,routier,perissable,Casablanca,Amerique_Nord,3,40_std,EXW,0,0.408,113.994,402.74088,37.879243845323074
804.69,3.01,8064.45,1500,routier,general,Casablanca,Asie,10,palette,DDP,100,1.901,508.242,1529.7156900000002,5.271861988942533
4843.66,29.04,40846.79,3000,maritime,general,Tanger-Med,Europe_Sud,8,40_hc,DAT,0,0.638,106.418,3090.25508,13.217934747315423
2218.73,7.42,20683.49,800,routier,general,Casablanca,Europe_Sud,2,20_reefer,CIF,0,0.998,298.324,2214.29254,9.340902173657687
1825.08,8.84,17905.54,7000,maritime,general,Casablanca,Amerique_Nord,9,40_hc,FCA,0,1.004,207.316,1832.38032,9.771737779851293
1012.38,2.13,19307.11,2000,routier,perissable,Tanger-Med,Europe_Sud,3,palette,EXW,0,2.167,1028.873,2193.82746,8.80065107763762
2602.55,5.11,23439.28,9000,maritime,dangereux,Casablanca,Asie,2,40_std,FOB,5000,2.999,1528.507,7805.047450000001,3.0030925692834827
10081.04,22.76,156287.7,800,routier,dangereux,Tanger-Ville,Afrique_Ouest,5,20_std,EXW,500,1.357,601.082,13679.971280000002,11.424563458586443
115927.82,478.37,1972556.68,3000,maritime,perissable,Tanger-Med,Asie,9,20_std,DDP,0,1.357,328.893,157314.05174,12.538973207937795
74751.33,341.95,390537.49,5000,maritime,general,Casablanca,Asie,12,40_std,DAT,100,0.848,185.461,63389.12784,6.160953830848605
716.48,3.49,6206.78,1500,routier,general,Casablanca,Amerique_Sud,9,40_std,FOB,0,1.284,263.391,919.96032,6.746790992028873
2657.61,12.57,14566.23,2000,routier,general,Mohammedia,Europe_Sud,8,40_std,FOB,5000,1.621,342.707,4307.98581,3.381215872667881
186543.35,405.2,3333594.34,1000,maritime,perissable,Tanger-Med,Europe_Sud,8,40_std,FOB,0,0.39,179.33,72751.90650000001,45.82140180752513
3134.75,4.04,6890.37,500,routier,vrac,Tanger-Med,Asie,7,40_std,EXW,0,0.669,518.792,2097.14775,3.2855911082087563
334.66,1.54,5395.29,1500,routier,general,Casablanca,Asie,3,20_std,FCA,0,1.563,339.244,523.07358,10.314590922370806
60.32,0.2,2017.64,3000,aerien,perissable,Tanger-Med,Europe_Nord,3,20_reefer,DAT,100,11.974,3563.997,722.2716800000001,2.793464088194625
170377.69,953.29,1588533.89,3000,maritime,fragile,Casablanca,Asie,5,palette,EXW,0,0.827,147.797,140902.34962999998,11.274005679616998
459.71,2.08,24512.59,3000,aerien,fragile,Tanger-Med,Europe_Sud,9,40_hc,FOB,5000,6.109,1351.963,2808.36839,8.728409736872162
1101.74,2.04,2404.92,800,routier,vrac,Tanger-Med,Europe_Sud,1,40_std,FCA,100,0.782,422.11,861.56068,2.7913530129996182
1264.65,4.96,17424.08,3000,routier,general,Agadir,Europe_Sud,3,20_std,EXW,10000,2.509,639.616,3173.00685,5.491346481020046
93.09,0.34,626.42,4000,aerien,general,Casablanca,Europe_Sud,9,palette,DDP,0,16.297,4419.415,1517.0877300000002,0.41290954215284564
4090.28,25.06,16057.35,2000,maritime,general,Casablanca,Asie,7,40_std,EXW,0,0.455,74.254,1861.0774000000001,8.6279861331936
100187.26,559.32,1167808.43,2000,maritime,general,Mohammedia,Asie,2,20_reefer,DDP,0,0.555,99.403,55603.9293,21.00226449284403
1528.66,4.41,29298.68,50,routier,perissable,Tanger-Med,Amerique_Nord,2,20_std,DDP,0,0.633,219.312,967.64178,30.278436303153423
3249.95,12.61,35278.02,800,routier,fragile,Casablanca,Europe_Nord,1,palette,DAT,1000,0.954,245.814,3100.4522999999995,11.378346314181321
965.1,1.94,9021.36,800,routier,dangereux,Casablanca,Amerique_Nord,10,20_reefer,CIF,0,1.647,817.311,1589.5197,5.675525757875162
716.77,3.26,2484.98,250,routier,general,Tanger-Med,Afrique_Ouest,3,40_std,CIF,100,0.343,75.278,245.85211,10.107621203657759
1791.25,5.59,13794.06,1200,routier,general,Tanger-Med,Europe_Nord,4,20_reefer,CIF,0,1.16,371.694,2077.85,6.638621652188561
261.17,0.35,628.39,1200,routier,vrac,Tanger-Med,Europe_Sud,1,40_std,CIF,0,0.939,703.255,245.23863,2.562361402850766
262.87,0.8,6758.34,2000,aerien,perissable,Agadir,Amerique_Nord,1,20_std,DAT,0,12.431,4065.299,3267.73697,2.068201958127615
6939.48,8.51,12344.09,500,routier,vrac,Casablanca,Amerique_Sud,3,palette,EXW,0,0.64,521.901,4441.2672,2.7794071926138555
55369.73,237.05,2241795.72,12000,maritime,fragile,Casablanca,Europe_Nord,5,palette,CIF,0,2.028,473.683,112289.81244000001,19.96437318120789
275.8,0.39,2679.57,3000,aerien,vrac,Casablanca,Afrique_Ouest,8,20_std,CIF,100,13.198,9272.239,3640.0084,0.7361439056019761
882.2,4.79,65892.71,9000,maritime,fragile,Nador,Europe_Nord,5,20_std,DAT,0,2.012,370.393,1774.9864,37.12293795603167
4109.78,15.65,75004.45,500,routier,perissable,Jorf Lasfar,Amerique_Nord,12,palette,FCA,1000,0.886,232.575,3641.2650799999997,20.598459148708834
85064.58,397.42,3330942.2,9000,maritime,fragile,Casablanca,Amerique_Sud,7,palette,FCA,0,2.449,524.116,208323.15641999998,15.989303624434784
81976.95,197.38,1830892.08,9000,maritime,perissable,Casablanca,Europe_Sud,9,20_reefer,EXW,0,1.569,651.866,128621.83454999999,14.234691072519773
190838.18,636.7,1488405.65,7000,maritime,general,Tanger-Ville,Europe_Sud,1,40_std,FCA,0,1.195,358.316,228051.6251,6.52661716112454
2789.93,15.36,17509.47,11000,maritime,general,Casablanca,Asie,5,40_std,FCA,0,2.136,387.97,5959.29048,2.9381803184059594
350.7,1.52,12488.73,10000,aerien,general,Casablanca,Europe_Nord,2,40_std,CIF,5000,20.312,4689.041,7123.4184000000005,1.753193382547907
123443.68,395.31,2790415.34,5000,maritime,general,Agadir,Europe_Sud,1,palette,FOB,0,0.83,259.255,102458.25439999999,27.234656264063776
343.47,1.31,2727.94,250,routier,general,Jorf Lasfar,Moyen_Orient,7,40_hc,FOB,100,0.567,148.399,194.74749,14.007574629074808
82811.18,235.0,1796346.68,3000,maritime,perissable,Tanger-Med,Europe_Sud,7,palette,DDP,0,1.181,416.052,97800.00357999999,18.3675522928851
692.45,0.86,4111.88,1500,routier,vrac,Casablanca,Europe_Nord,1,palette,EXW,0,1.274,1021.732,882.1813000000001,4.661037362728047
91.97,0.24,3552.71,6000,aerien,perissable,Agadir,Europe_Nord,10,40_hc,FOB,0,26.986,10468.093,2481.90242,1.431446285466775
2474.12,6.69,79896.91,250,routier,perissable,Tanger-Med,Europe_Nord,7,20_std,DDP,0,1.052,389.116,2602.77424,30.696826782794652
6590.92,29.79,42344.0,100,routier,general,Casablanca,Europe_Sud,6,40_std,FOB,100,0.354,78.238,2333.18568,18.148577013381978
25580.91,86.99,599955.81,6000,aerien,general,Tanger-Med,Asie,6,40_hc,FCA,0,22.81,6707.495,583500.5571,1.0282009206328486
48394.55,159.31,914343.2,2000,maritime,dangereux,Nador,Europe_Sud,12,40_std,DDP,0,1.011,306.993,48926.890049999995,18.687948468942185
2401.29,9.5,37824.62,500,routier,fragile,Casablanca,Amerique_Sud,1,40_std,CIF,5000,0.787,199.108,1889.8152300000002,20.01498315790375
469.11,2.29,1302.24,1200,routier,general,Tanger-Med,Asie,11,40_std,FCA,0,1.439,295.299,675.04929,1.9291035770143539
283.44,0.73,7068.23,5000,aerien,perissable,Tanger-Med,Europe_Sud,10,20_std,EXW,0,15.847,6154.128,4491.67368,1.5736294538654019
24000.0,124.09,2072585.16,100,routier,fragile,Agadir,Asie,7,40_std,FCA,100,0.499,96.478,11976.0,173.06155310621241
26.09,0.12,187.24,2000,aerien,general,Tanger-Med,Amerique_Nord,1,vrac,FOB,100,7.159,1619.178,186.77831,1.002471860892199
1728.42,5.44,5547.91,250,routier,general,Agadir,Europe_Sud,10,20_std,DDP,500,0.625,198.768,1080.2625,5.135705441964337
52316.17,227.74,2652784.31,2000,maritime,fragile,Tanger-Med,Amerique_Nord,10,40_std,DDP,0,0.653,149.992,34162.45901,77.65203052928595
29544.86,74.74,877780.65,5000,aerien,dangereux,Tanger-Med,Europe_Nord,12,vrac,DDP,0,26.871,10621.62,793899.93306,1.1056565361036008
1255.86,3.72,22492.41,800,routier,general,Casablanca,Europe_Sud,12,40_std,CIF,5000,0.673,226.904,845.19378,26.612133846985955
7384.4,24.7,43434.98,250,routier,general,Agadir,Amerique_Nord,5,20_reefer,FCA,1000,0.432,129.218,3190.0607999999997,13.615721681542874
611.25,1.82,10244.5,100,routier,dangereux,Tanger-Med,Moyen_Orient,1,20_std,DDP,0,0.747,250.511,456.60375,22.4363028117925
184802.5,1349.09,997431.74,2000,maritime,general,Tanger-Med,Amerique_Nord,12,40_std,FOB,0,0.451,61.712,83345.9275,11.967372251031701
123695.47,605.54,17044979.96,12000,maritime,fragile,Agadir,Europe_Sud,1,40_hc,FCA,0,2.12,433.071,262234.3964,64.99902451393291
4114.16,12.89,27590.76,3000,maritime,general,Casablanca,Amerique_Nord,12,20_std,FOB,0,0.6,191.38,2468.4959999999996,11.177154024150738
2514.63,8.96,9977.16,2000,routier,general,Tanger-Med,Asie,8,40_std,FOB,0,2.118,594.06,5325.98634,1.8732980828486314
4736.95,14.41,48936.4,1500,routier,general,Tanger-Med,Europe_Sud,12,40_std,FCA,0,1.752,575.84,8299.1364,5.896565334195496
914.42,1.3,2757.46,800,routier,vrac,Casablanca,Amerique_Nord,5,palette,DAT,500,0.847,596.186,774.51374,3.5602467168626344
276.47,1.42,23969.92,1200,routier,fragile,Casablanca,Amerique_Nord,11,40_hc,DAT,100,1.403,274.074,387.88741000000005,61.79607634081239
1545.88,7.88,45254.56,2000,maritime,fragile,Agadir,Europe_Nord,11,palette,FOB,10000,0.416,81.648,643.08608,70.37092141692757
19371.33,52.8,1005798.77,6000,aerien,perissable,Agadir,Asie,5,vrac,FCA,0,28.754,10549.322,557003.22282,1.8057324065520386
163549.96,708.94,9790813.65,2000,maritime,fragile,Agadir,Amerique_Nord,11,40_std,CIF,0,0.641,147.774,104835.52436,93.39213696665294
9384.71,35.37,220886.38,1500,routier,fragile,Tanger-Med,Amerique_Sud,3,40_std,FOB,10000,1.447,383.973,13579.675369999999,16.26595437531435
325.71,0.95,5148.34,1000,aerien,general,Casablanca,Amerique_Nord,11,40_hc,CIF,5000,5.419,1853.973,1765.0224899999998,2.9168693482200334
210431.82,197.28,644578.49,9000,maritime,vrac,Casablanca,Asie,11,palette,DDP,0,2.366,2523.288,497881.68612,1.294641895794984
25766.65,113.63,1333486.64,1000,aerien,fragile,Tanger-Med,Amerique_Nord,2,20_std,CIF,5000,7.929,1797.914,204303.76785000003,6.526980163082683
47786.52,64.12,116028.05,11000,maritime,vrac,Agadir,Amerique_Sud,10,20_std,EXW,10000,1.611,1200.899,76984.08372,1.5071693315466015
2362.88,11.3,36980.41,500,routier,fragile,Casablanca,Europe_Sud,4,palette,EXW,0,0.627,131.01,1481.52576,24.961030714714003
1026.37,4.54,77408.96,1200,routier,fragile,Agadir,Asie,1,40_std,CIF,100,1.3,294.07,1334.281,58.01548549368537
202823.29,246.86,977579.75,3000,maritime,vrac,Casablanca,Europe_Sud,7,palette,FOB,0,0.617,506.587,125141.96993,7.811765713347996
606.66,2.12,38383.54,500,routier,perissable,Casablanca,Europe_Sud,8,40_hc,FCA,0,0.947,270.889,574.5070199999999,66.81126368133849
2904.35,16.0,203170.36,800,routier,fragile,Agadir,Afrique_Ouest,2,palette,FOB,100,1.18,214.241,3427.133,59.28289331053099
2052.63,7.0,4769.76,11000,maritime,general,Tanger-Med,Europe_Sud,1,40_std,CIF,0,1.563,458.572,3208.26069,1.4867121038097437
240625.39,1265.52,10295795.46,500,maritime,fragile,Casablanca,Afrique_Ouest,7,20_std,DDP,100,0.422,80.298,101543.91458,101.39254038594896
3929.43,19.55,106813.25,11000,maritime,fragile,Agadir,Europe_Nord,6,40_hc,EXW,0,2.15,432.106,8448.2745,12.643203058802127
1045.24,5.31,234060.52,800,routier,fragile,Agadir,Europe_Sud,5,40_std,EXW,500,1.104,217.247,1153.94496,202.83508149296824
1971.32,12.0,89392.46,1500,routier,fragile,Agadir,Asie,6,vrac,DDP,10000,2.473,406.324,4875.07436,18.33663517698631
202455.4,598.96,2470179.21,3000,maritime,perissable,Tanger-Med,Europe_Sud,6,20_std,FOB,0,0.779,263.345,157712.7566,15.662520034856838
449.71,1.41,13063.92,4000,aerien,perissable,Casablanca,Amerique_Sud,9,40_hc,FOB,10000,13.737,4367.656,6177.66627,2.114701479333878
844.13,3.92,4785.54,11000,maritime,general,Agadir,Asie,4,40_std,FOB,0,2.293,493.986,1935.5900900000001,2.4723933154669124
420.13,2.13,3007.56,3000,aerien,general,Tanger-Med,Amerique_Nord,1,40_std,DDP,0,15.102,2976.427,6344.80326,0.4740194260964366
200251.66,510.91,1271005.04,5000,maritime,dangereux,Tanger-Ville,Asie,12,20_std,DDP,500,1.995,781.896,399502.0617,3.1814730431965628
122736.99,312.09,1333188.04,500,maritime,perissable,Casablanca,Afrique_Ouest,4,palette,DAT,0,0.316,124.328,38784.88884,34.37390385466424
1220.67,3.99,9348.95,250,routier,general,Mohammedia,Amerique_Nord,11,palette,CIF,1000,0.434,132.673,529.7707800000001,17.64716053233438
29662.23,164.52,266079.02,5000,maritime,general,Tanger-Med,Europe_Sud,8,40_std,FOB,0,1.021,184.157,30285.136829999996,8.785795537051238
177133.83,536.25,1311657.41,7000,maritime,general,Tanger-Med,Asie,12,20_std,FOB,0,1.521,502.37,269420.55542999995,4.868438519498157
59959.36,283.2,1815899.96,5000,maritime,fragile,Casablanca,Europe_Nord,10,40_hc,CIF,0,0.88,186.275,52764.2368,34.41535536433648
8741.21,28.21,140052.14,100,routier,dangereux,Mohammedia,Amerique_Nord,4,20_std,EXW,0,0.549,170.184,4798.92429,29.18406949904184
111147.86,483.64,1461812.76,3000,maritime,general,Casablanca,Amerique_Nord,5,20_std,FCA,0,0.626,143.782,69578.56036,21.0095286886732
650.56,5.21,9707.52,500,routier,fragile,Tanger-Med,Asie,3,palette,EXW,10000,0.554,69.175,360.41024,26.934639814895384
4266.45,25.26,37149.41,3000,maritime,general,Tanger-Med,Amerique_Nord,6,20_std,EXW,0,0.775,130.876,3306.4987499999997,11.235271145951591
1333.18,2.48,16532.24,2000,routier,dangereux,Casablanca,Europe_Sud,9,palette,EXW,1000,2.445,1314.846,3259.6250999999997,5.071822523393872
25712.16,119.57,385436.48,8000,aerien,general,Tanger-Med,Asie,12,40_hc,EXW,0,25.543,5492.741,656765.70288,0.586870596789407
2322.43,2.62,4728.67,100,routier,vrac,Nador,Asie,11,20_std,EXW,5000,0.414,367.089,961.4860199999999,4.918085028422983
779.59,3.19,5358.07,2000,routier,general,Casablanca,Europe_Sud,12,20_std,EXW,0,1.569,383.499,1223.17671,4.380454562448299
9328.94,46.48,1164085.05,500,routier,fragile,Tanger-Med,Europe_Sud,12,vrac,DDP,0,0.908,182.304,8470.677520000001,137.42525875309204
210833.85,561.08,2881604.52,7000,maritime,perissable,Tanger-Med,Moyen_Orient,5,40_hc,DDP,0,1.909,717.143,402481.81965,7.159589276618398
771.84,5.29,3151.71,100,routier,general,Tanger-Med,Europe_Sud,2,40_std,FOB,100,0.255,37.217,196.81920000000002,16.013224319578576
11971.63,37.89,50528.53,1200,routier,general,Tanger-Ville,Europe_Sud,3,vrac,EXW,5000,0.959,302.847,11480.793169999999,4.40113581455627
3155.12,12.87,19130.65,2000,maritime,general,Tanger-Med,Amerique_Nord,3,20_std,FCA,0,0.502,123.126,1583.87024,12.078420009962434
2251.94,12.52,1492335.02,500,routier,fragile,Jorf Lasfar,Europe_Sud,4,40_std,EXW,0,0.756,135.991,1702.46664,876.5722540090418
308.89,1.13,7492.83,500,aerien,general,Casablanca,Amerique_Sud,3,palette,FOB,0,5.94,1624.128,1834.8066000000001,4.083716507232969
24642.05,143.97,181221.37,2000,aerien,fragile,Casablanca,Europe_Sud,1,vrac,CIF,10000,8.139,1392.999,200561.64495,0.9035694239802355
4216.53,10.12,102456.59,1000,maritime,dangereux,Tanger-Med,Europe_Nord,9,20_reefer,CIF,0,0.546,227.333,2302.22538,44.50328403555346
2576.73,10.66,10559.42,250,routier,general,Agadir,Moyen_Orient,12,40_hc,FOB,0,0.709,171.36,1826.90157,5.77996109555043
29774.9,104.27,131032.7,1000,maritime,general,Tanger-Med,Europe_Nord,11,20_std,CIF,0,0.326,92.964,9706.617400000001,13.499316456008659
604.46,0.79,1307.34,1200,routier,vrac,Casablanca,Europe_Sud,7,40_std,DDP,10000,1.04,796.686,628.6384,2.079637514984767
2838.24,14.3,14840.06,50,routier,general,Tanger-Med,Asie,4,40_hc,FOB,0,0.35,69.409,993.3839999999999,14.938895734177319
3065.79,11.43,31377.08,800,routier,general,Casablanca,Amerique_Nord,9,palette,FOB,0,0.794,212.802,2434.23726,12.889902112499914
161.36,0.43,4098.74,1000,aerien,dangereux,Agadir,Europe_Nord,11,40_hc,DDP,0,18.827,7123.287,3037.9247200000004,1.3491907725745091
2974.56,18.71,36296.39,2500,routier,general,Casablanca,Afrique_Ouest,2,palette,EXW,0,2.287,363.554,6802.818719999999,5.335492755861647
3108.22,8.54,101168.47,11000,maritime,perissable,Tanger-Med,Europe_Sud,12,40_hc,FOB,500,2.478,901.682,7702.16916,13.135062071267207
1480.52,6.64,5807.83,2000,maritime,general,Nador,Europe_Nord,9,20_std,EXW,1000,0.282,62.911,417.50663999999995,13.910748820665464
1635.25,1.91,5088.54,800,routier,vrac,Casablanca,Europe_Sud,9,20_reefer,FOB,0,0.868,742.784,1419.397,3.585001236440545
712.63,2.46,17121.62,50,routier,perissable,Agadir,Europe_Sud,2,40_hc,FOB,1000,0.357,103.451,254.40891,67.29960833525838
17913.48,29.51,123526.49,10000,aerien,vrac,Casablanca,Europe_Nord,7,40_std,FOB,0,25.812,15667.378,462382.74576,0.26715203180206143
4804.37,15.55,45435.23,5000,maritime,general,Tanger-Med,Afrique_Ouest,4,palette,FCA,0,0.939,290.216,4511.30343,10.071419647336825
2922.53,10.0,6372.49,500,maritime,general,Casablanca,Asie,5,palette,FOB,1000,0.2,58.431,584.5060000000001,10.902351729494649
6259.94,7.84,12439.39,500,routier,vrac,Casablanca,Europe_Sud,5,20_reefer,FOB,5000,0.499,398.806,3123.71006,3.982248595761157
320.1,1.18,4242.06,100,routier,general,Tanger-Med,Europe_Nord,9,40_std,DAT,0,0.359,97.595,114.91590000000001,36.914473976186066
212.79,0.52,3786.43,500,routier,perissable,Tanger-Med,Asie,6,40_std,DDP,1000,1.095,445.23,233.00504999999998,16.25042032350801
9374.07,37.57,29586.52,1200,routier,general,Tanger-Med,Europe_Sud,1,20_std,DDP,100,1.366,340.785,12804.97962,2.3105479960146944
7746.07,12.77,15869.37,500,routier,vrac,Casablanca,Europe_Sud,5,palette,FCA,0,0.571,346.433,4423.005969999999,3.5879151209918
254.8,0.96,3709.2,3000,aerien,general,Tanger-Med,Europe_Sud,1,40_hc,FOB,0,9.849,2609.809,2509.5252,1.478048516906704
1295.91,5.4,22431.92,100,routier,fragile,Casablanca,Amerique_Nord,7,40_hc,CIF,0,0.418,100.258,541.69038,41.41096247638734
9953.96,25.42,221870.29,250,routier,perissable,Tanger-Med,Europe_Sud,3,20_std,FOB,5000,0.463,181.151,4608.68348,48.14179384694911
1909.48,7.55,11440.25,1000,maritime,general,Tanger-Med,Amerique_Nord,2,40_hc,FOB,0,0.289,73.034,551.8397199999999,20.73111011291467
1066.18,3.83,4849.58,9000,maritime,general,Tanger-Ville,Asie,7,vrac,EXW,500,1.652,459.691,1761.32936,2.7533635162931707
4383.94,5.74,15310.8,100,routier,vrac,Tanger-Med,Asie,9,40_std,EXW,1000,0.281,215.033,1231.88714,12.428735963588352
3217.21,13.31,255858.07,5000,maritime,fragile,Casablanca,Amerique_Sud,5,40_hc,FCA,1000,0.862,208.398,2773.23502,92.25978619006477
127.91,0.25,2733.15,500,routier,dangereux,Tanger-Ville,Europe_Sud,4,palette,EXW,500,0.902,458.018,115.37482,23.689311064580643
950.84,3.67,9603.92,250,routier,perissable,Casablanca,Asie,10,palette,DAT,500,0.735,190.433,698.8674,13.742120465198406
4470.93,14.62,10587.41,800,routier,general,Tanger-Med,Moyen_Orient,5,20_std,FOB,0,0.767,234.51,3429.2033100000003,3.087425574659205
418.44,0.72,9471.82,4000,aerien,dangereux,Casablanca,Europe_Sud,7,palette,CIF,500,21.619,12516.767,9046.254359999999,1.0470432980396542
379.11,0.86,12105.73,500,routier,dangereux,Agadir,Afrique_Ouest,4,40_hc,FCA,0,1.369,604.988,519.00159,23.325034514826825
2243.78,9.37,164005.09,800,routier,fragile,Casablanca,Afrique_Ouest,9,40_std,FOB,0,1.444,345.62,3240.01832,50.6185687246361
3221.26,14.8,10635.97,500,routier,general,Tanger-Med,Moyen_Orient,6,20_reefer,FOB,1000,0.726,157.944,2338.63476,4.547939756099409
10492.54,14.58,46337.57,3000,aerien,vrac,Agadir,Europe_Sud,3,40_std,EXW,0,10.02,7208.559,105135.25080000001,0.4407424688428098
3624.71,15.13,33998.43,800,routier,general,Nador,Afrique_Ouest,12,40_std,DAT,0,1.021,244.605,3700.8289099999997,9.186706769430204
662.26,2.88,10319.45,1200,routier,general,Casablanca,Europe_Sud,2,40_hc,FOB,0,1.253,288.093,829.8117799999999,12.435892389958603
8853.02,15.0,22341.91,50,routier,vrac,Casablanca,Europe_Sud,4,palette,FCA,0,0.321,189.217,2841.8194200000003,7.861833106904449
693.0,1.79,1749.18,500,routier,dangereux,Casablanca,Europe_Sud,9,40_std,FOB,0,1.008,389.377,698.544,2.5040369683226826
243166.39,833.28,3702522.86,1000,maritime,general,Nador,Europe_Nord,2,20_std,FCA,5000,0.245,71.517,59575.765550000004,62.14813734777093
922.23,6.23,13319.93,2000,maritime,fragile,Tanger-Ville,Europe_Sud,3,40_hc,EXW,500,0.383,56.744,353.21409,37.71064172440007
2760.87,7.62,374033.77,800,routier,perissable,Casablanca,Europe_Nord,3,vrac,FOB,0,1.141,413.613,3150.15267,118.73512466937039
1443.56,5.61,9733.71,2000,routier,general,Tanger-Med,Amerique_Nord,5,20_std,FOB,100,1.559,401.27,2250.5100399999997,4.325112897519
533.64,1.42,8744.09,2000,routier,dangereux,Tanger-Med,Europe_Sud,5,20_std,DAT,0,2.213,832.03,1180.94532,7.404314028696942
5329.96,19.39,41258.48,100,routier,general,Tanger-Med,Asie,10,40_std,CIF,0,0.34,93.436,1812.1864,22.767238513654004
865.27,3.2,5598.22,500,routier,general,Tanger-Med,Europe_Sud,11,40_std,EXW,0,0.715,193.011,618.66805,9.048826749660016
123711.65,534.67,1359148.11,5000,maritime,general,Tanger-Med,Europe_Sud,7,40_std,DAT,100,0.908,210.161,112330.1782,12.099581179156361
13830.18,32.6,525293.83,1000,aerien,perissable,Casablanca,Europe_Nord,1,40_std,DAT,5000,6.95,2948.601,96119.751,5.464993661916581
5359.97,19.28,47648.71,8000,aerien,general,Casablanca,Europe_Sud,2,palette,FOB,0,19.373,5386.246,103838.69881000002,0.4588723717270932
114.42,0.44,10879.15,6000,aerien,fragile,Tanger-Med,Asie,5,20_std,FCA,0,18.151,4772.579,2076.83742,5.238325299435331
76404.78,221.24,1733389.19,11000,maritime,perissable,Agadir,Europe_Sud,5,20_std,EXW,5000,1.788,617.33,136611.74664,12.688434432859104
